date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:50:28	23108/23108	---MCZ	200	added ('OK')	text/css	etag:W/%22669e6d30-5a44%22	https://construccionesfiables.10web.me/wp-content/uploads/elementor/css/post-188.css?ver=1721658672	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/elementor/css/post-188c8e2.css	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:29	468288/468288	---MCZ	200	added ('OK')	text/css	etag:W/%22669fba85-72540%22	https://construccionesfiables.10web.me/wp-content/plugins/tenweb-builder/pro-features/assets/css/frontend.min.css?ver=1.20.104	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/plugins/tenweb-builder/pro-features/assets/css/frontend.minc49c.css	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:30	178877/178877	---MCZ	200	added ('OK')	text/css	etag:W/%22669e6d30-2babd%22	https://construccionesfiables.10web.me/wp-content/uploads/elementor/css/global.css?ver=1721658672	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/elementor/css/globalc8e2.css	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:31	298152/298152	---MCZ	200	added ('OK')	text/css	etag:W/%22669e70e6-48ca8%22	https://construccionesfiables.10web.me/wp-content/uploads/elementor/css/post-160.css?ver=1721659622	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/elementor/css/post-160236f.css	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:32	6147/6147	---MC-	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2018:50:31%20GMT	https://fonts.googleapis.com/css?family=Montserrat%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7COutfit%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=swap&ver=6.6.1	/Users/nikita/Desktop/CFweb/nikita/fonts.googleapis.com/cssbbdd.css	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:33	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669e5b0e-15601%22	https://construccionesfiables.10web.me/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-includes/js/jquery/jquery.minf43b.js	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:33	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2018:50:33%20GMT	https://fonts.gstatic.com/	/Users/nikita/Desktop/CFweb/nikita/fonts.gstatic.com/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:34	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669e5b0e-3509%22	https://construccionesfiables.10web.me/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:35	376/376	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669fba85-178%22	https://construccionesfiables.10web.me/wp-content/plugins/tenweb-builder/assets/editor/js/helper-script.js?ver=1.20.104	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/plugins/tenweb-builder/assets/editor/js/helper-scriptc49c.js	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:36	2149/2149	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669e5b43-865%22	https://construccionesfiables.10web.me/wp-content/themes/tenweb-website-builder-theme/assets/js/scripts.min.js?ver=2.1.10	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/themes/tenweb-website-builder-theme/assets/js/scripts.min6176.js	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:38	131926/131926	---MCZ	200	added ('OK')	application/json	date:Thu,%2025%20Jul%202024%2018:50:37%20GMT	https://construccionesfiables.10web.me/wp-json/wp/v2/pages/160	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-json/wp/v2/pages/160.json	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:38	3246/3246	---M--	200	added ('OK')	application/octet-stream	etag:%22669e5b0f-cae%22	https://construccionesfiables.10web.me/xmlrpc.php?rsd	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/xmlrpc0db0.php	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:39	218340/218340	---MCZ	200	added ('OK')	application/json	date:Thu,%2025%20Jul%202024%2018:50:37%20GMT	https://construccionesfiables.10web.me/wp-json/	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-json/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:40	2164/2164	---MCZ	200	added ('OK')	application/json	date:Thu,%2025%20Jul%202024%2018:50:39%20GMT	https://construccionesfiables.10web.me/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconstruccionesfiables.10web.me%2F	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-json/oembed/1.0/embedbb09.json	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:41	2326/2326	---MCZ	200	added ('OK')	text/xml	date:Thu,%2025%20Jul%202024%2018:50:40%20GMT	https://construccionesfiables.10web.me/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconstruccionesfiables.10web.me%2F&format=xml	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-json/oembed/1.0/embed536c	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:41	52326/52326	---M--	200	added ('OK')	image/jpeg	etag:%22669e6e08-cc66%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/construccionesfiableslogo-3-1024x466.jpeg	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/construccionesfiableslogo-3-1024x466.jpg	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:42	13014/13014	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-32d6%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/suare-line-background-dark.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/suare-line-background-dark.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:43	162/162	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2025%20Jul%202024%2018:50:43%20GMT	https://construccionesfiables.10web.me/acerca-de-nosotros/	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/acerca-de-nosotros/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:43	162/162	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2025%20Jul%202024%2018:50:43%20GMT	https://construccionesfiables.10web.me/contactenos/	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/contactenos/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:43	186849/186849	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2018:50:43%20GMT	https://construccionesfiables.10web.me/precios/	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/precios/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:44	12678/12678	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-3186%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/square-line-background.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/square-line-background.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:45	113350/113350	---M--	200	added ('OK')	image/jpeg	etag:%22669e6f45-1bac6%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/pregnantcouple.jpg	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/pregnantcouple.jpg	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:46	253707/253707	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2018:50:46%20GMT	https://construccionesfiables.10web.me/service-set/	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/service-set/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:46	4810/4810	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-12ca%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/crave-light.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/crave-light.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:47	4098/4098	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-1002%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/gelowinx-light.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/gelowinx-light.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:48	2540/2540	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-9ec%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/spotlight-light.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/spotlight-light.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:49	4164/4164	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-1044%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/vogue-light.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/vogue-light.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:50	3880/3880	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-f28%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/couture-light.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/couture-light.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:51	3776/3776	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-ec0%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/horizon-light.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/horizon-light.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:52	86360/86360	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-15158%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/black-man-tablet-and-smile-in-portrait-at-startup-68M4QPV.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/black-man-tablet-and-smile-in-portrait-at-startup-68M4QPV.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:54	10094/10094	---MCZ	200	added ('OK')	text/css	etag:W/%22669e5b3d-276e%22	https://construccionesfiables.10web.me/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:54	111266/111266	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-1b2a2%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/the-age-of-the-social-media-movement-CKLWLXP.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/the-age-of-the-social-media-movement-CKLWLXP.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:55	70232/70232	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-11258%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/two-heads-are-better-than-one-shot-of-two-young-bu-PL9H55T.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/two-heads-are-better-than-one-shot-of-two-young-bu-PL9H55T.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:56	162/162	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2025%20Jul%202024%2018:50:56%20GMT	https://construccionesfiables.10web.me/nuestro-proceso/	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/nuestro-proceso/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:56	162/162	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2025%20Jul%202024%2018:50:56%20GMT	https://construccionesfiables.10web.me/reformas/	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/reformas/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:57	27038/27038	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-699e%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/man-working-at-office-HZ2SC8X.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/man-working-at-office-HZ2SC8X.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:58	175613/175613	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2018:50:57%20GMT	https://construccionesfiables.10web.me/fundacion/	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/fundacion/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:58	162/162	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2025%20Jul%202024%2018:50:58%20GMT	https://construccionesfiables.10web.me/reformas-de-bano-y-cocina/	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/reformas-de-bano-y-cocina/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:58	162/162	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2025%20Jul%202024%2018:50:58%20GMT	https://construccionesfiables.10web.me/pintura/	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/pintura/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:50:59	138850/138850	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-21e62%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/portrait-of-young-handsome-man-33DQX63.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/portrait-of-young-handsome-man-33DQX63.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:00	175711/175711	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2018:50:59%20GMT	https://construccionesfiables.10web.me/construccion-de-casas/	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/construccion-de-casas/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:01	136968/136968	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-21708%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/businessman-portrait-in-a-studio-WUFDDGT.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/businessman-portrait-in-a-studio-WUFDDGT.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:02	179654/179654	---M--	200	added ('OK')	image/webp	etag:%22669e6d2a-2bdc6%22	https://construccionesfiables.10web.me/wp-content/uploads/2024/07/woman-LEKTAVD.webp	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/2024/07/woman-LEKTAVD.webp	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:02	175818/175818	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2018:51:01%20GMT	https://construccionesfiables.10web.me/espacios-al-aire-libre/	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/espacios-al-aire-libre/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:03	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%22669e5b3d-e7d0%22	https://construccionesfiables.10web.me/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.23.1	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min93d8.css	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:04	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%22669e5b3d-684e%22	https://construccionesfiables.10web.me/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.23.1	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min93d8.css	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:04	197320/197320	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jul%202024%2018:51:04%20GMT	https://construccionesfiables.10web.me/nuestro-equipo/	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/nuestro-equipo/index.html	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:05	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%22669e5b3d-4824%22	https://construccionesfiables.10web.me/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.23.1	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/plugins/elementor/assets/lib/animations/animations.min93d8.css	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:06	48184/48184	---MCZ	200	added ('OK')	text/css	etag:W/%22669e70df-bc38%22	https://construccionesfiables.10web.me/wp-content/uploads/elementor/css/post-186.css?ver=1721659615	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/uploads/elementor/css/post-186fa0f.css	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:07	4629/4629	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669fba85-1215%22	https://construccionesfiables.10web.me/wp-content/plugins/tenweb-builder/Apps/SectionGeneration/assets/script/section_generation_embed.min.js?ver=1.20.104	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/plugins/tenweb-builder/Apps/SectionGeneration/assets/script/section_generation_embed.minc49c.js	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:08	15073/15073	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669e5b3d-3ae1%22	https://construccionesfiables.10web.me/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.23.1	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min93d8.js	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:09	1801/1801	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669e5b3d-709%22	https://construccionesfiables.10web.me/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:10	4997/4997	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669e5b3d-1385%22	https://construccionesfiables.10web.me/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.23.1	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/plugins/elementor/assets/js/webpack.runtime.min93d8.js	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:11	73568/73568	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669e5b3d-11f60%22	https://construccionesfiables.10web.me/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.23.1	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/plugins/elementor/assets/js/frontend-modules.min93d8.js	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
20:51:12	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%22669e5b3d-2fa6%22	https://construccionesfiables.10web.me/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	/Users/nikita/Desktop/CFweb/nikita/construccionesfiables.10web.me/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://construccionesfiables:B6HRK6Vt4SRBYnfHgC@construccionesfiables.10web.me/)
